warehouse_order_line_ID,warehouse_order_date,purchase_order_date,purchase_order_no,vendor,is_hazmat,selling_marketplace,selling_marketplace_client_SKU,selling_marketplace_product_title,selling_marketplace_ASIN,selling_marketplace_photo_link,selling_marketplace_bundle_count,purchase_bundle_count,purchase_order_quantity,purchase_order_quantity_single_units,total_sellable_units,total_warehouse_order_cost,sellable_unit_cost,notes_to_warehouse,,warehouse_order_receiving_status,received_single_units_quantity,received_single_units_damaged_quantity,awaiting_single_units,received_sellable_units_quantity,first_received_date,last_received_date,warehouse_notes,FORMULA_HELPER
258_0000913,,1/30/2025,200012935544156,wallmart,,CA,B01ABVJWK6,Downy April Fresh Fabric Softener Dryer sheets 240 count,B01ABVJWK6,https://www.walmart.com/ip/Downy-Fabric-Softener-Dryer-Sheets-April-Fresh-240-Ct/49292907?wmlspartner=wlpa&selectedSellerId=0&wl13=3114&gclsrc=aw.ds&adid=2222222227749292907_161193766053_21214199653&wl0=&wl1=g&wl2=c&wl3=697173827980&wl4=pla-2348450966064&wl5=9002076&wl6=&wl7=&wl8=&wl9=pla&wl10=8175035&wl11=local&wl12=49292907&veh=sem_LIA&gad_source=1&gclid=Cj0KCQiA4-y8BhC3ARIsAHmjC_GeQZRD1uxwu2VkG0ETDO1eoCacQE7IAXIhnppvDmuAZxgg-SHU0aUaAsW4EALw_wcB,1,1,12,12,12,$119.54,$9.96,,,complete,12,0,0,12,,2/4/2025,,
258_0000914,,1/30/2025,112-6745210-5661063,(amazon) The Hate Stains Co.,,CA,7.01__16.74__21.24,"Miss Mouth's Messy Eater Stain Treater Spray - 4oz 3 Pack Stain Remover - Newborn & Baby Essentials - No Dry Cleaning Food, Grease, Coffee Off Laundry, Underwear, Fabric",B01EIG6A4Q,https://amazon.ca/dp/B01EIG6A4Q,1,3,10,30,30,$168.56,$5.62,,,complete,30,0,0,30,,2/5/2025,,
258_0000915,,1/30/2025,112-4468178-0233028,(amazon) CPAPSupplyUSA,,CA,B019FUX0FW,Respironics Wisp Nasal CPAP Mask Replacement Frame Clear...,B019FUX0FW,https://amazon.ca/dp/B019FUX0FW,1,1,10,10,10,$144.00,$14.40,,,complete,10,0,0,10,,2/5/2025,,
258_0000916,,1/30/2025,112-3584447-7286602,(amazon) Amazon,,CA,B0049CGJAU,"CURT 58300 Vehicle-Side Trailer Wiring Harness Mounting Bracket for 4-Way Flat, GLOSS BLACK POWDER COAT",B0049CGJAU,https://amazon.ca/dp/B0049CGJAU,1,1,1,1,1,$1.99,$1.99,,,complete,1,0,0,1,,2/4/2025,,
258_0000917,,1/30/2025,112-5786375-3254615,(amazon) Stargear Inc,,CA,B0DBY1SV1G,"EAZUSE for Starlink Mini Power Cable Direct to USB-C 6.5FT/2M, 100W DC Male to Type-C Male Waterproof Compatible with Power Bank 65W+ PD Source",B0DBY1SV1G,https://amazon.ca/dp/B0DBY1SV1G,1,1,10,10,10,$76.90,$7.69,listing yapıldı,,complete,10,0,0,10,,2/5/2025,NO LISTING,
258_0000918,,1/30/2025,112-4430082-6727438,(amazon) Amazon.com,,CA,B0CRLYSY7H,"Barbie Color Reveal Doll & Accessories with 6 Unboxing Surprises, Mermaid Series with Color-Change Bodice",B0CRLYSY7H,https://amazon.ca/dp/B0CRLYSY7H,1,1,1,1,1,$12.99,$12.99,,,complete,1,0,0,1,,2/13/2025,,
258_0000919,,1/30/2025,112-9345093-0610629,(amazon) Winky Lux,,CA,B07ND3HQY9,"Winky Lux Uni Brow Eyebrow Pencil, Dual Sided with Spoolie, Longwearing Waterproof Eyebrow Crayon, Define Shape and Fill Brows, Brown, Blonde and Taupe Universal Shade",B07ND3HQY9,https://amazon.ca/dp/B07ND3HQY9,1,1,10,10,10,$126.00,$12.60,,,complete,10,0,0,10,,2/5/2025,,
258_0000920,,1/30/2025,112-8633516-4525005,(amazon) Amazon.com,,CA,B00BNHPY5U,"Weber N'Orleans Cajun Seasoning, 5 Ounce Shaker (Pack of 6)",B00BNHPY5U,https://amazon.ca/dp/B00BNHPY5U,2,6,2,12,6,$47.76,$7.96,,,complete,12,0,0,6,,2/4/2025,,
258_0000921,,1/30/2025,112-5284947-7451464,(amazon) MOTAIN-US,,CA,B09V34SSF6,"MOTAIN Rideshare Sign/Parking Permit Clear Sun Protection Holder - 2 Pack PVC Removable Pocket Holder - Includes 8 Strong Suction Cups..., 2236",B09V34SSF6,https://amazon.ca/dp/B09V34SSF6,2,2,10,20,10,$69.90,$6.99,,,complete,20,0,0,10,,2/5/2025,,
258_0000922,,1/30/2025,112-7820450-0593046,(amazon) Amazon.com,,CA,B081SLGL74,"Itzy Ritzy Water-Filled Teethers - Cold Cutie Coolers Textured On Both Sides to Massage Sore Gums & Emerging Teeth - Can Be Chilled in Refrigerator, Set of 3 Green Cactus Water Teethers",B081SLGL74,https://amazon.ca/dp/B081SLGL74,1,1,20,20,20,$127.80,$6.39,,,complete,20,0,0,20,,2/5/2025,,
258_0000923,,1/30/2025,112-7558410-1233825,(amazon) Amazon,,CA,B097C2KBSN,Frida Mom Nursing Pillow Back + Belly Warmers | Reusable Click-to-Heat Relief in an Instant for Back + Belly | 1 set - 2 heat packs,B097C2KBSN,https://amazon.ca/dp/B097C2KBSN,1,1,10,10,10,$146.90,$14.69,,,complete,10,0,0,10,,2/5/2025,,
258_0000924,,1/30/2025,112-1153404-3237851,(amazon) FrenchPlug,,CA,B087CVCWR2,"Volkswagen 000087010BQ Key Ring with VW Logo, Black, Diameter 37 mm, Black, Durchmesser 37 mm, Classic",B087CVCWR2,https://amazon.ca/dp/B087CVCWR2,1,1,10,10,10,$139.48,$13.95,,,complete,10,0,0,10,,2/13/2025,,
258_0000925,,1/30/2025,112-7969798-0506621,(amazon) Kwik Retail,,CA,B00IJFAEKY,"Upco Bone Meal Steamed Bag Supplement, 1-Pound",B00IJFAEKY,https://amazon.ca/dp/B00IJFAEKY,1,1,10,10,10,$149.80,$14.98,,,complete,10,0,0,10,,2/5/2025,,
258_0000926,,1/30/2025,112-0182939-0100249,(amazon) FrontRow (Fortress Brand),,CA,B008XL5ZQW,No7 Instant Illusion Wrinkle Filler - Anti Aging Serum for Face to Smooth + Blur Fine Lines and Wrinkles - Gives Complexion a Youthful and Radiant Glow (1 Fl Oz),B008XL5ZQW,https://amazon.ca/dp/B008XL5ZQW,1,1,10,10,10,$139.65,$13.97,,,complete,10,0,0,10,,2/5/2025,,
258_0000927,,1/30/2025,114-7706798-0253859,(amazon) Amazon,,CA,B0716HD56B,"Neutrogena SkinClearing Mineral Acne-Concealing Pressed Powder Compact, Shine-Free & Oil-Absorbing Makeup with Salicylic Acid to Cover, Treat & Prevent Acne Breakouts, Buff 30, .38 oz",B0716HD56B,https://amazon.ca/dp/B0716HD56B,1,1,10,10,10,$121.04,$12.10,,,complete,10,0,0,10,,2/13/2025,,
258_0000928,,1/30/2025,112-4207468-4722613,(amazon) Amazon,,CA,B001UNYH3W,"Liquitex Professional Fluid Medium, 118ml (4-oz), Slow-Dri Blending",B001UNYH3W,https://amazon.ca/dp/B001UNYH3W,1,1,8,8,8,$63.36,$7.92,,,complete,8,0,0,8,,2/5/2025,,
258_0000929,,1/30/2025,112-2877127-4919446,(amazon) Accordo Health and Groceries,,CA,B00FXWBNRE,"Niederegger ""Black Forest"" Marzipan Cake 185g (6.5 oz) | Covered with Dark Chocolate | Popular Marzipan Cake | Handcrafted in Germany",B00FXWBNRE,https://amazon.ca/dp/B00FXWBNRE,1,1,15,15,15,$186.75,$12.45,,,complete,15,0,0,15,,2/5/2025,,
258_0000930,,1/30/2025,112-2483870-9038606,(amazon) Amazon,,CA,B007Q10TES,ACDelco GM Original Equipment 10-5055 Gear Marking Compound - 1 oz,B007Q10TES,https://amazon.ca/dp/B007Q10TES,1,1,25,25,25,$354.50,$14.18,,,complete,24,1,0,24,,2/13/2025,,
258_0000931,,1/30/2025,112-2588230-1641853,(amazon) Amazon.com,,CA,B0085CJ1LY,"Finish Dishwasher Detergent Soap, All In 1 Gel Pacs, Orange Blossom, 84 Tablets",B0085CJ1LY,https://amazon.ca/dp/B0085CJ1LY,1,1,27,27,27,$397.32,$14.72,,,complete,27,0,0,27,,2/5/2025,,
258_0000932,,1/30/2025,112-2844529-6161063,(amazon) Amazon,,CA,B00LHDWX4K,"Guardsman Reusable Water Mark Remover Cloth | Wood Cleaner for White Rings & Haze Caused By Moisture and Heat, 1 Count",B00LHDWX4K,https://amazon.ca/dp/B00LHDWX4K,1,1,20,20,20,$128.20,$6.41,,,complete,20,0,0,20,,2/5/2025,,
258_0000933,,1/30/2025,112-3828851-7110639,(amazon) Care Optimal,,CA,B01K4DSOXW,Anmum Materna Chocolate Reduced Fat Powdered Milk Drink for Pregnant Women 375gr,B01K4DSOXW,https://amazon.ca/dp/B01K4DSOXW,1,1,4,4,4,$115.96,$28.99,,,complete,4,0,0,4,,2/5/2025,,
258_0000934,,1/31/2025,113-2450036-6199414,(amazon) Amazon,,CA,B07FLD6T6Q,"Neutrogena Night Calming Makeup Remover Face Wipes, Nighttime Cleansing Towelettes Remove Sweat, Dirt & Makeup & Calms Skin, Hypoallergenic, 100% Plant Based Cloth, 50 Count (2 Packs of 25)",B07FLD6T6Q,https://amazon.ca/dp/B07FLD6T6Q,2,2,30,60,30,$255.00,$8.50,,,complete,60,0,0,30,,2/13/2025,,
258_0000935,,1/31/2025,111-7442815-9285045,(amazon) Amazon,,CA,B07GFW9M51,"Super Poligrip Zinc Free Denture and Partials Adhesive Cream, 2.4 ounce (Pack of 4)",B07GFW9M51,https://amazon.ca/dp/B07GFW9M51,4,4,13,52,13,$187.19,$14.40,,,complete,52,0,0,13,,2/13/2025,,
258_0000936,,1/31/2025,113-2793730-9709863,(amazon) Amazon.com,,CA,B001TJZO16,"NYX PROFESSIONAL MAKEUP Jumbo Eye Pencil, Blendable Eyeshadow Stick & Eyeliner Pencil - Cottage Cheese (Silver)",B001TJZO16,https://amazon.ca/dp/B001TJZO16,1,1,10,10,10,$44.96,$4.50,,,complete,10,0,0,10,,2/13/2025,,
258_0000937,,1/31/2025,112-3039739-2653846,(amazon) Wink Well,,CA,6.86__8.22__14.77__18.99,"Wink Well Baby Teething Relief for Infants and Kids, Cooling, Soothing Natural Gel for Sore Gums and Other Teething Discomfort, May Be Used As A Toddler Training Toothpaste (Twin Pack, 15 ml Each)",B071KLZ6VP,https://amazon.ca/dp/B071KLZ6VP,2,2,10,20,10,$114.80,$11.48,,,complete,20,0,0,10,,2/5/2025,,
258_0000938,,1/31/2025,112-6858706-1284211,(amazon) Winky Lux,,CA,B01M7W1MIU,"Winky Lux Flower Balm, pH Lip Balm, Color Changing Lipstick and Tinted Lip Balm Stain, Vegan & Cruelty Free Lip Balm, Hydrate & Plump, Sheer Pink Lipstick, Pink Flower",B01M7W1MIU,https://amazon.ca/dp/B01M7W1MIU,1,1,20,20,20,$238.00,$11.90,,,complete,20,0,0,20,,2/5/2025,,
258_0000939,,1/31/2025,112-0829639-2424204,(amazon) Amazon.com,,CA,B003HGGPLW,"Crayola Broad Line Markers (12ct), Washable Markers for Kids, Arts & Crafts Supplies, Coloring Markers, Gifts for Kids & Toddlers, 3+",B003HGGPLW,https://amazon.ca/dp/B003HGGPLW,1,1,20,20,20,$99.60,$4.98,,,complete,20,0,0,20,,2/5/2025,,
258_0000940,,1/31/2025,113-1493340-8259453,(amazon) Amazon,,CA,B07BJJ1ZM2,"PediaSure Grow & Gain With Immune Support Shake Mix Powder, Kids Protein Shake, Strawberry, 14.1 oz Can, Pack of 3-24 Servings",B07BJJ1ZM2,https://amazon.ca/dp/B07BJJ1ZM2,3,3,4,12,4,$151.50,$37.88,,,complete,12,0,0,4,,2/13/2025,,
258_0000941,,1/31/2025,112-9769570-5094651,(amazon) JACO Superior Products,,CA,B07RJ2R6BN,JACO Elite Digital Tire Pressure Gauge - Professional Accuracy - 100 PSI,B07RJ2R6BN,https://amazon.ca/dp/B07RJ2R6BN,1,1,25,25,25,$590.63,$23.63,,,complete,25,0,0,25,,2/13/2025,,
258_0000942,,1/31/2025,112-3682863-3253002,(amazon) Amazon.com,,CA,B083W7G9CH,"KOHLER K-23725-NA Cast Iron Cleaner, For Kitchen and Bathroom, 8 oz Bottle, Nonabrasive Cream-based Cleaner",B083W7G9CH,https://amazon.ca/dp/B083W7G9CH,1,1,10,10,10,$95.00,$9.50,,,complete,10,0,0,10,,2/5/2025,,
258_0000943,,1/31/2025,112-7642002-8355442,(amazon) Amazon,,CA,B0000AY6AC,"3M Marine Adhesive Sealant 5200 (06500) Permanent Bonding and Sealing for Boats and RVs Above and Below the Waterline Waterproof Repair, White, 10 fl oz Cartridge",B0000AY6AC,https://amazon.ca/dp/B0000AY6AC,1,1,15,15,15,$253.20,$16.88,return label alındu,,complete,13,2,0,13,,2/5/2025,6 returned? previous orders maybe,
258_0000944,,2/4/2025,114-9229336-6301040,(amazon) Amazon,,CA,B00NV9KLXS,"NIVEA Nourishing In Shower Lotion, Body Lotion for Dry Skin, 13.5 Fl Oz Bottle",B00NV9KLXS,https://amazon.ca/dp/B00NV9KLXS,1,1,27,27,27,$167.08,$6.19,,,complete,27,0,0,27,,2/26/2025,,
258_0000945,,2/4/2025,114-1783203-9196230,(amazon) Amazon,,CA,B000NLQ6J0,"Flents Finger Sleeves, Pain Relief for Arthritis, Inflammation, Tendonitis & Athletic Stress, Plastic Wrap for Support & Compression, Assorted Size - 12 Count",B000NLQ6J0,https://amazon.ca/dp/B000NLQ6J0,1,1,10,10,10,$73.69,$7.37,,,complete,10,0,0,10,,2/26/2025,,
258_0000946,,2/4/2025,113-3833637-8777022,(amazon) Go Mountaineers,,CA,B004PAQOCY,Bergen Marzipan M-1 Assorted Fruit 8 ounce,B004PAQOCY,https://amazon.ca/dp/B004PAQOCY,1,1,9,9,9,$112.19,$12.47,,,complete,9,0,0,9,,2/26/2025,,
258_0000947,,2/4/2025,114-1019370-4862657,(amazon) ZQUARED,,CA,B002QM7IWS,"Vetoquinol Pro-Pectalin Oral Paste for Dogs & Cats - Chicken Flavor - Helps Reduce Occasional Loose Stool & Diarrhea, Balance Gut pH, Support Normal Digestion & Intestinal Flora",B002QM7IWS,https://amazon.ca/dp/B002QM7IWS,1,1,10,10,10,$175.65,$17.57,,,complete,10,0,0,10,,2/17/2025,,
258_0000948,,2/4/2025,111-2147467-5320234,(amazon) Amazon.com,,CA,B008BMCLNI,"Micro Esential QT-40 Quat Dispenser, 0-500 PPM 10 Roll Box",B008BMCLNI,https://amazon.ca/dp/B008BMCLNI,1,10,8,80,80,$444.75,$5.56,,,complete,80,0,0,80,,2/25/2025,,
258_0000949,,2/4/2025,112-7977887-8554648,(amazon) Family Star Shv,,CA,B00Z7YQ35A,Assorted Flavored Professional Strength Tooth Polish - (Medium Grit),B00Z7YQ35A,https://amazon.ca/dp/B00Z7YQ35A,1,1,30,30,30,$167.28,$5.58,,,complete,30,0,0,30,,2/20/2025,,
258_0000950,,2/4/2025,114-8808860-9653820,(amazon) Amazon.com,,CA,B0BDW27227,"Airspun Coty Loose Face Powder, Translucent Extra Coverage, 0.35g",B0BDW27227,https://amazon.ca/dp/B0BDW27227,1,1,25,25,25,$143.22,$5.73,,,complete,25,0,0,25,,2/26/2025,,
258_0000951,,2/4/2025,114-8138708-3900231,(amazon) Amazon,,CA,B00DLNTYXW,Pacifica Tinted Lip Balm - Color Quench Hydrating Flavored Lip Balm -Sugared Fig Flavor - Red Pink -w/ Coconut Oil & Cocoa Butter Natural Clean Beauty Vegan & Cruelty-Free Dermatologist Tested,B00DLNTYXW,https://amazon.ca/dp/B00DLNTYXW,1,1,10,10,10,$42.50,$4.25,,,complete,10,0,0,10,,2/20/2025,,
258_0000952,,2/4/2025,112-0218680-5551435,(amazon) 138 Brands,,CA,B07CQLG4P7,"Monk Drops - 100% Monkfruit Liquid Sweetener, Zero Glycemic, Zero Calories, Zero Sugar, No Added Water, Concentrated Monk Fruit (350 Servings, 1.5 Fl Oz)",B07CQLG4P7,https://amazon.ca/dp/B07CQLG4P7,1,1,15,15,15,$175.37,$11.69,,,complete,15,0,0,15,,2/20/2025,,
258_0000953,,2/4/2025,113-0724984-1389864,(amazon) Amazon,,CA,B07Y91BMSK,"NIVEA Lip Care, Fruity Tinted Lip Balm Variety Pack, Galentine's Day Gifts for Her, With Cherry, Strawberry, Blackberry and Watermelon Flavors, 0.17 Oz Stick, Pack of 4",B07Y91BMSK,https://amazon.ca/dp/B07Y91BMSK,1,1,30,30,30,$247.09,$8.24,,,complete,30,0,0,30,,2/25/2025,,
258_0000954,,2/4/2025,113-0853878-6409025,(amazon) Amazon.com,,CA,31.57__41.97__62.13__79.99,Gatorade Gx Pods Glacier Freeze 24ct,B07WJJF1HG,https://amazon.ca/dp/B07WJJF1HG,4,6,10,60,15,$305.91,$20.39,5*6 refunded,,partial,30,0,30,8,,2/26/2025,2 tane single artti.,
258_0000955,,2/4/2025,113-1887720-8045060,(amazon) Amazon.com,,CA,B0BWLQLJ8W,"Tree Hut Bikini Reef Shea Sugar Scrub | Exfoliating Body Scrub Removes Dead, Dry Skin for a Soft & Hydrated Feel | Nourishing Essential Body Care | 18 fl oz.",B0BWLQLJ8W,https://amazon.ca/dp/B0BWLQLJ8W,1,1,10,10,10,$67.74,$6.77,,,complete,10,0,0,10,,2/26/2025,,
258_0000956,,2/4/2025,113-9867895-7465807,(amazon) Pattern Products,,CA,B000Z98KF8,"Trace Minerals 40,000 Volts - Concentrate Supplement Drops for Electrolyte Support - Support Muscle Health & Vitality - Workout Drink to Aid Hydration - 8 fl oz (48 Servings)",B000Z98KF8,https://amazon.ca/dp/B000Z98KF8,1,1,12,12,12,$203.70,$16.98,,,complete,12,0,0,12,,2/26/2025,,
258_0000957,,2/4/2025,112-0557985-4102606,(amazon) Amazon.com,,CA,B0CRLYSY7H,"Barbie Color Reveal Doll & Accessories with 6 Unboxing Surprises, Mermaid Series with Color-Change Bodice",B0CRLYSY7H,https://amazon.ca/dp/B0CRLYSY7H,1,1,1,1,1,$11.99,$11.99,,,complete,1,0,0,1,,2/13/2025,,
258_0000958,,2/4/2025,113-2976857-3840209,(amazon) What's My Baby LTD,,CA,B0C3YX684K,Whats My Baby® Gender Prediction Test - Reveal if Your Baby is a Girl or Boy from 5 Weeks - Instant Results - Early Pregnancy Test Kit,B0C3YX684K,https://amazon.ca/dp/B0C3YX684K,1,1,5,5,5,$42.45,$8.49,,,extra units,9,0,0,9,,7/16/2025,,
258_0000959,,2/4/2025,114-0137554-2573806,(amazon) Amazon.com,,CA,B078JDZZTF,"Orville Redenbacher's Microwave Popcorn, Kettle Corn, 3.28 oz., 6-Count",B078JDZZTF,https://amazon.ca/dp/B078JDZZTF,1,1,10,10,10,$38.08,$3.81,,,complete,10,0,0,10,,2/26/2025,,
258_0000960,,2/4/2025,113-4215331-3681829,(amazon) Amazon,,CA,B00DG8F04Y,"NIVEA Essentially Enriched Body Lotion for Dry Skin, 48-Hour Moisturizing Lotion with Deep Nourishing Serum and Almond Oil, 16.9 Fl Oz Pump Bottle",B00DG8F04Y,https://amazon.ca/dp/B00DG8F04Y,1,1,27,27,27,$121.41,$4.50,25 units refunded,,partial,1,1,25,1,,2/26/2025,,
258_0000961,,2/4/2025,114-1512064-7230622,(amazon) Arm & Hammer Foot Care,,CA,B07TW4F5CV,"Arm & Hammer Foot Powder for Shoes & Feet, Talc-Free Odor & Moisture Control for Men & Women, 7 oz (1 Pack)",B07TW4F5CV,https://amazon.ca/dp/B07TW4F5CV,1,1,30,30,30,$188.72,$6.29,,,complete,30,0,0,30,,2/13/2025,,
258_0000962,,2/4/2025,111-3026129-7619411,(amazon) Bergen Marzipan Inc,,CA,B004PAQOCY,Bergen Marzipan M-1 Assorted Fruit 8 ounce,B004PAQOCY,https://amazon.ca/dp/B004PAQOCY,1,1,11,11,11,$135.72,$12.34,,,complete,11,0,0,11,,2/25/2025,,
258_0000963,,2/4/2025,112-3687587-7057020,(amazon) Amazon.com,,CA,B001F5VDVE,"Flents Foam Ear Plugs, 50 Pair for Sleeping, Snoring, Loud Noise, Traveling, Concerts, Construction, & Studying, NRR 33, Purple, Made in the USA",B001F5VDVE,https://amazon.ca/dp/B001F5VDVE,1,1,15,15,15,$245.44,$16.36,,,complete,15,0,0,15,,2/26/2025,,
258_0000964,,2/4/2025,111-8151678-5461033,(amazon) The MegaMerchant,,CA,B0CVS55CKX,"EARFLOW Autoinflation Device for Glue Ear Treatment, Eustachian Tube Unclogger, Nasal Balloon for Kids and Adult, Earf Relief Drug-Free Solution, Includes 10 Medical Balloons",B0CVS55CKX,https://amazon.ca/dp/B0CVS55CKX,1,1,20,20,20,$261.65,$13.08,,,complete,20,0,0,20,,2/20/2025,,
258_0000965,,2/4/2025,113-8490365-1953828,(amazon) Winky Lux,,CA,B01M7W1MIU,"Winky Lux Flower Balm, pH Lip Balm, Color Changing Lipstick and Tinted Lip Balm Stain, Vegan & Cruelty Free Lip Balm, Hydrate & Plump, Sheer Pink Lipstick, Pink Flower",B01M7W1MIU,https://amazon.ca/dp/B01M7W1MIU,1,1,8,8,8,$80.92,$10.12,,,complete,8,0,0,8,,2/27/2025,,
258_0000966,,2/4/2025,112-1101831-2539460,(amazon) Amazon.com,,CA,B01DFA1UZA,"Pedialyte Electrolyte Powder Packets, Grape, Hydration Drink, 6 Single-Serving Powder Packets",B01DFA1UZA,https://amazon.ca/dp/B01DFA1UZA,1,1,4,4,4,$40.77,$10.19,,,complete,4,0,0,4,,2/27/2025,,
258_0000967,,2/4/2025,112-7441910-4582655,(amazon) Amazon.com,,CA,B09JL5D9L7,"e.l.f. Putty Bronzer, Creamy & Highly Pigmented Formula, Creates a Long-Lasting Bronzed Glow, Infused with Argan Oil & Vitamin E, Sun Kissed, 0.35 Oz",B09JL5D9L7,https://amazon.ca/dp/B09JL5D9L7,1,1,15,15,15,$89.25,$5.95,,,complete,15,0,0,15,,2/27/2025,,
258_0000968,,2/4/2025,111-1450239-2017814,(amazon) Your Beauty Master,,CA,B08LR2TBMF,"Ardell Brow Tint Kit Medium Brown - Semi-Permanent Eyebrow Dye, Long-Lasting Brow Color with Natural Extracts, Complete Eyebrow Tint Set, 1 Pack",B08LR2TBMF,https://amazon.ca/dp/B08LR2TBMF,1,1,10,10,10,$88.82,$8.88,refund issued,,awaiting,0,0,10,0,,12/30/1899,,
258_0000969,,2/3/2025,112-6595486-3389828,(amazon) FrontRow (Fortress Brand),,CA,B008XL5ZQW,No7 Instant Illusion Wrinkle Filler - Anti Aging Serum for Face to Smooth + Blur Fine Lines and Wrinkles - Gives Complexion a Youthful and Radiant Glow (1 Fl Oz),B008XL5ZQW,https://amazon.ca/dp/B008XL5ZQW,1,1,10,10,10,$129.96,$13.00,,,complete,10,0,0,10,,2/27/2025,,
258_0000970,,2/3/2025,113-5377208-9537055,(amazon) ONESTO LABS PVT. LTD.,,CA,B09YRC6FBC,Chemist At Play UnderArm Roll-On with 5% Lactic Acid 1% Mandelic Acid | Prevents Odour Brightens Skin & Exfoliates Underarm | Long Lasting Aqua Fragrance | Alcohol & Aluminium Free (1.3 Ounce),B09YRC6FBC,https://amazon.ca/dp/B09YRC6FBC,1,1,30,30,30,$202.22,$6.74,,,complete,30,0,0,30,,2/26/2025,,
258_0000971,,2/3/2025,114-1145746-5966603,(amazon) jessietwisters,,CA,B0CZ9DD9GG,"Organic Monk Fruit Powder, Pure Monk Fruit Sweetener No Erythritol, Monkfruit Sweetener Pure Goodness, Monk Fruit Sugar Susbtitute, Monk Fruit Extract Powder, 1oz 90 servings by tejonova",B0CZ9DD9GG,https://amazon.ca/dp/B0CZ9DD9GG,1,1,12,12,12,$172.70,$14.39,refund issued,,awaiting,0,0,12,0,,12/30/1899,,
258_0000972,,2/3/2025,112-7889461-6621858,(amazon) Knife Pivot Lube,,CA,B09KJ8TYDL,"KNIFE PIVOT LUBE Original, Heavy & Ultralight Combo Pack Knife Oil for Blades, Pocket Knife Lubricant, Knife Honing Oil for Cleaning Knives, Knife Oil Lubricant for Blade Care, 3 10ml Oiler Bottles",B09KJ8TYDL,https://amazon.ca/dp/B09KJ8TYDL,1,1,10,10,10,$332.90,$33.29,,,complete,10,0,0,10,,2/20/2025,,
258_0000973,,2/3/2025,111-7123776-2764215,(amazon) Amazon.com,,CA,B00063480E,"Old Mother Hubbard by Wellness Classic P-Nuttier Natural Dog Treats, Crunchy Oven-Baked Biscuits, Ideal for Training, Mini Size, 5 Ounce Bag, Chicken",B00063480E,https://amazon.ca/dp/B00063480E,1,1,45,45,45,$145.39,$3.23,,,complete,45,0,0,45,,2/26/2025,,
258_0000974,,2/3/2025,113-0477525-8597833,(amazon) Amazon.com,,CA,B000VXO4L2,"Elmer's Disappearing Purple School Glue Sticks, Washable, 7 Grams, 30 Count",B000VXO4L2,https://amazon.ca/dp/B000VXO4L2,30,30,30,900,30,$235.69,$7.86,,,complete,900,0,0,30,,2/25/2025,,
258_0000975,,2/3/2025,111-5382503-8802612,(amazon) Amazon,,CA,B00HYJR9YK,"Organic Ginger Juice, 99% Pure Ginger Juice by The Ginger People - Original Flavor, Premium Quality Organic Ginger Juice, 32 Fl oz Bottles - Pack of 12",B00HYJR9YK,https://amazon.ca/dp/B00HYJR9YK,1,12,1,12,12,$158.75,$13.23,duplicate,,awaiting,0,0,12,0,,12/30/1899,,
258_0000976,,2/3/2025,112-2353554-7319442,(amazon) Amazon,evet,CA,B0006HUJCQ,"Loctite Super Glue Gel Control, Clear Superglue For Plastic, Wood, Metal, Crafts, & Repair, Cyanoacrylate Adhesive Instant Glue, Quick Dry - 0.14 fl oz Bottle, Pack Of 6",B0006HUJCQ,https://amazon.ca/dp/B0006HUJCQ,1,6,4,24,24,$91.52,$3.81,,,complete,24,0,0,24,,2/13/2025,,
258_0000977,,2/3/2025,112-2963543-7841815,(amazon) Amazon.com,,CA,B00063480E,"Old Mother Hubbard by Wellness Classic P-Nuttier Natural Dog Treats, Crunchy Oven-Baked Biscuits, Ideal for Training, Mini Size, 5 Ounce Bag, Chicken",B00063480E,https://amazon.ca/dp/B00063480E,1,1,45,45,45,$153.47,$3.41,,,complete,45,0,0,45,,2/13/2025,,
258_0000978,,2/3/2025,112-4172108-1907468,(amazon) Amazon,,CA,B003HERFF4,"Winco Oil Mop, 13-Inch, Medium",B003HERFF4,https://amazon.ca/dp/B003HERFF4,1,1,15,15,15,$72.75,$4.85,,,complete,15,0,0,15,,2/13/2025,,
258_0000979,,2/3/2025,112-9634000-2862631,(amazon) Amazon,,CA,B01N0VOXIT,"FunkAway Odor Eliminator Spray for Shoes, Clothes and Gear, 3.4 oz., 12 Pack, Non-Aerosol; Mini Size for Travel, Ideal for Gym Bag, Purse, Locker or Suitcase",B01N0VOXIT,https://amazon.ca/dp/B08C24B1CG,1,12,1,12,12,$43.52,$3.63,"asin,sku düzeltildi",,complete,12,0,0,12,,2/20/2025,NO LISTING,
258_0000980,,2/3/2025,112-9914144-6729869,(amazon) Amazon.com,,CA,B004YAUZKM,Sun Bum Cool Down Aloe Vera Lotion | Vegan After Sun Care with Cocoa Butter to Soothe and Hydrate Sunburn Pain Relief | 8 oz,B004YAUZKM,https://amazon.ca/dp/B004YAUZKM,1,1,10,10,10,$88.60,$8.86,,,complete,10,0,0,10,,2/13/2025,,
258_0000981,,2/3/2025,112-4411039-5005041,(amazon) EAGLE SIAL LLC,,CA,B079MFWGNN,"GUM Proxabrush Go-Betweens - Tight - Interdental Brushes - Soft Bristled Dental Picks for Plaque Removal Health - Safe for Braces & Dental Devices, 10ct (6pk)",B079MFWGNN,https://amazon.ca/dp/B079MFWGNN,1,6,6,36,36,$113.94,$3.17,,,complete,36,0,0,36,,2/13/2025,,
